Security Code,Issuer Name,Security Id,Security Name,Sector Name
500002,ABB India Limited,ABB,ABB India Limited,Industrials
500003,Aegis Logistics Ltd.,AEGISLOG,AEGIS LOGISTICS LTD.,Energy
500008,Amara Raja Batteries Ltd,AMARAJABAT,AMARA RAJA BATTERIES LTD.,Consumer Discretionary
500009,"Ambalal Sarabhai Enterprise Ltd.,",AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,Healthcare
500010,Housing Development Finance Corp.Lt,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Financial Services
500012,"Andhra Petrochemicals Ltd.,",ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,Commodities
500013,Ansal Properties & Infrastructure Ltd.,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Consumer Discretionary
500014,UTIQUE ENTERPRISES LIMITED,UTIQUE,Utique Enterprises Ltd,Commodities
500016,Aruna Hotels Ltd.,ARUNAHTEL,ARUNA HOTELS LTD.,Consumer Discretionary
500020,"Bombay Dyeing & Mfg. Co. Ltd.,",BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,Consumer Discretionary
500023,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,Consumer Discretionary
500027,"Atul Limited.,",ATUL,ATUL LTD.,Commodities
500028,ATV Projects India Ltd,ATVPR,ATV PROJECTS INDIA LTD.,Industrials
500031,"Bajaj Electricals Ltd.,",BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,Consumer Discretionary
500032,Bajaj Hindusthan Sugar Limited,BAJAJHIND,Bajaj Hindusthan Sugar Limited,Fast Moving Consumer Goods
500033,Force Motors Limited,FORCEMOT,FORCE MOTORS LTD.-$,Consumer Discretionary
500034,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Limited,Financial Services
500038,Balrampur Chini Mills Ltd.,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Fast Moving Consumer Goods
500039,"Banco Products (India) Ltd.,",BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Consumer Discretionary
500040,"Century Textiles & Industries Ltd.,",CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,Commodities
500041,"Bannari Amman Sugars Ltd.,",BANARISUG,BANNARI AMMAN SUGARS LTD.,Fast Moving Consumer Goods
500042,BASF India Ltd,BASF,BASF INDIA LTD.,Commodities
500043,Bata India Limited,BATAINDIA,BATA INDIA LTD.,Consumer Discretionary
500048,BEML Ltd,BEML,BEML LTD.,Industrials
500049,"Bharat Electronics Ltd.,",BEL,BHARAT ELECTRONICS LTD.,Industrials
500052,"Bhansali Engineering Polymers Ltd.,",BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Commodities
500058,Bihar Sponge Iron Ltd,BIHSPONG,BIHAR SPONGE IRON LTD.,Commodities
500059,Binani Industries Limited,BINANIIND,BINANI INDUSTRIES LTD.,Consumer Discretionary
500060,Birla Cable Limited,BIRLACABLE,Birla Cable Ltd,Telecommunication
500067,Blue Star Ltd,BLUESTARCO,BLUE STAR LTD.,Consumer Discretionary
500068,Disa India Ltd.,DISAQ,DISA INDIA LTD.,Industrials
500069,QUEST CAPITAL MARKETS LIMITED,QUESTCAP,Quest Capital Markets Ltd,Financial Services
500074,"BPL Ltd.,",BPL,BPL LTD.,Consumer Discretionary
500078,ORIENTAL AROMATICS LIMITED,OAL,Oriental Aromatics Ltd-$,Commodities
500083,"Century Extrusions Ltd.,",CENTEXT,CENTURY EXTRUSIONS LTD.,Industrials
500084,"CESC Limited,",CESC,CESC LTD.,Utilities
500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Commodities
500086,"Exide Industries Ltd.,",EXIDEIND,EXIDE INDUSTRIES LTD.,Consumer Discretionary
500087,"Cipla Ltd.,",CIPLA,CIPLA LTD.,Healthcare
500089,DIC India Ltd,DICIND,DIC INDIA LTD.,Commodities
500092,CRISIL Ltd.,CRISIL,CRISIL LTD.,Financial Services
500093,CG Power and Industrial Solutions Limited,CGPOWER,CG Power and Industrial Solutions Ltd,Industrials
500096,Dabur India Ltd.,DABUR,DABUR INDIA LTD.,Fast Moving Consumer Goods
500097,Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Fast Moving Consumer Goods
500101,"Arvind Ltd.,",ARVIND,ARVIND LTD.,Consumer Discretionary
500102,"Ballarpur Industries Ltd.,",BALLARPUR,BALLARPUR INDUSTRIES LTD.,Commodities
500103,"Bharat Heavy Electricals Ltd.,",BHEL,BHARAT HEAVY ELECTRICALS LTD.,Industrials
500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,Energy
500106,IFCI Ltd.,IFCI,IFCI LTD.,Financial Services
500108,Mahanagar Telephone Nigam Ltd.,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Telecommunication
500109,Mangalore Refinery & Petrochemicals,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Energy
500110,Chennai Petroleum Corporation Ltd.,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Energy
500111,Reliance Capital Limited,RELCAPITAL,RELIANCE CAPITAL LTD.,Financial Services
500112,"State Bank Of India,",SBIN,STATE BANK OF INDIA,Financial Services
500113,"Steel Authority of India Ltd.,",SAIL,STEEL AUTHORITY OF INDIA LTD.,Commodities
500114,Titan Company Limited,TITAN,Titan Company Limited,Consumer Discretionary
500116,IDBI Bank Ltd,IDBI,IDBI BANK LTD.,Financial Services
500117,"DCW Ltd.,",DCW,DCW LTD.,Commodities
500119,"Dhampur Sugar Mills Ltd.,",DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Fast Moving Consumer Goods
500120,"Diamines & Chemicals Ltd.,",DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,Commodities
500123,Elantas Beck India Ltd,ELANTAS,ELANTAS BECK INDIA LTD.-$,Commodities
500124,"Dr. Reddy's Laboratories Ltd.,",DRREDDY,DR.REDDY'S LABORATORIES LTD.,Healthcare
500125,"E.I.D. Parry (India) Ltd.,",EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Commodities
500126,PROCTER & GAMBLE HEALTH LIMITED,PGHL,Procter & Gamble Health Ltd,Healthcare
500128,"Electrosteel Castings Ltd.,",ELECTCAST,ELECTROSTEEL CASTINGS LTD.,Industrials
500133,Esab India Ltd.,ESABINDIA,ESAB INDIA LTD.,Industrials
500135,EPL LIMITED,EPL,EPL Ltd,Industrials
500136,"Ester Industries Ltd.,",ESTER,ESTER INDUSTRIES LTD.,Industrials
500142,FGP Ltd,FGP,FGP LTD.,Financial Services
500143,P.H. Capital Ltd.,PHCAP,PH CAPITAL LTD.,Financial Services
500144,"Finolex Cables Ltd.,",FINCABLES,FINOLEX CABLES LTD.,Industrials
500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,John Cockerill India Ltd-$,Industrials
500148,Uflex Limited,UFLEX,UFLEX LTD.,Industrials
500150,Foseco India Ltd,FOSECOIND,FOSECO INDIA LTD.,Commodities
500151,Golden Tobacco Ltd.,GOLDENTOBC,GOLDEN TOBACCO LTD.,Consumer Discretionary
500153,"Ganesh Benzoplast Ltd.,",GANESHBE,GANESH BENZOPLAST LTD.,Energy
500159,Metroglobal Limited,METROGLOBL,Metroglobal Limited,Services
500160,GTL Ltd,GTL,GTL LTD.,Telecommunication
500163,"Godfrey Phillips India Ltd.,",GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Fast Moving Consumer Goods
500164,Godrej Industries Ltd.,GODREJIND,GODREJ INDUSTRIES LTD.,Diversified
500165,Kansai Nerolac Paints,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Consumer Discretionary
500166,"Goodricke Group Ltd.,",GOODRICKE,GOODRICKE GROUP LTD.,Fast Moving Consumer Goods
500168,"Goodyear India Ltd.,",GOODYEAR,GOODYEAR INDIA LTD.,Consumer Discretionary
500170,GTN Industries Limited,GTNINDS,GTN INDUSTRIES LTD.,Consumer Discretionary
500171,GHCL Ltd.,GHCL,GHCL LTD.,Commodities
500173,GFL LIMITED,GFLLIMITED,GFL Ltd,Financial Services
500174,"Gujarat Lease Financing Limited,",GLFL,GUJARAT LEASE FINANCING LTD.,Financial Services
500179,HCL Infosystems Ltd,HCL-INSYS,HCL INFOSYSTEMS LTD.,Information Technology
500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Financial Services
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,Consumer Discretionary
500183,HFCL LIMITED,HFCL,HFCL Ltd,Telecommunication
500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Commodities
500185,"Hindustan Construction Co. Ltd.,",HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Industrials
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Energy
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Industrials
500188,"Hindustan Zinc Ltd.,",HINDZINC,HINDUSTAN ZINC LTD.,Commodities
500189,NDL Ventures Limited,NDLVENTURE,NDL Ventures Ltd,Consumer Discretionary
500191,HMT Limited,HMT,HMT LTD.,Industrials
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Consumer Discretionary
500193,HLV LIMITED,HLVLTD,HLV Ltd,Consumer Discretionary
500199,IG Petrochemicals Ltd,IGPL,I G PETROCHEMICALS LTD.,Commodities
500201,India Glycols Ltd,INDIAGLYCO,INDIA GLYCOLS LTD.,Commodities
500202,"India Lease Devl. Ltd.,",INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Financial Services
500206,Margo Finance Limited,MARGOFIN,Margo Finance Limited,Financial Services
500207,"Indo Rama Synthetics (India) Ltd.,",INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Consumer Discretionary
500209,Infosys Ltd,INFY,INFOSYS LTD.,Information Technology
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Industrials
500213,International Travel House Ltd,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Consumer Discretionary
500214,Ion Exchange (India) Ltd,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Industrials
500215,Agro Tech Foods Ltd,ATFL,AGRO TECH FOODS LTD.,Fast Moving Consumer Goods
500219,"Jain Irrigation Systems Ltd.,",JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Industrials
500220,Jasch Industries Ltd.,JASCH,JASCH INDUSTRIES LTD.,Consumer Discretionary
500223,JCT Ltd,JCTLTD,JCT LTD.,Consumer Discretionary
500227,Jindal Poly Films Ltd.,JINDALPOLY,JINDAL POLY FILMS LTD.,Industrials
500228,JSW Steel Limited,JSWSTEEL,JSW STEEL LTD.,Commodities
500231,Umang Dairies Limited,UMANGDAIR,UMANG DAIRIES LTD.,Fast Moving Consumer Goods
500233,Kajaria Ceramics Ltd,KAJARIACER,KAJARIA CERAMICS LTD.,Consumer Discretionary
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Commodities
500235,Kalyani Steels Ltd,KSL,KALYANI STEELS LTD.,Industrials
500236,Kanel Industries Limited,KANELIND,Kanel Industries Limited,Services
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Consumer Discretionary
500239,K.G.Denim Ltd,KGDENIM,KG DENIM LTD.,Consumer Discretionary
500240,"Kinetic Engineering Ltd.,",KINETICENG,KINETIC ENGINEERING LTD.,Consumer Discretionary
500241,"Kirloskar Brothers Ltd.,",KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Industrials
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Industrials
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Commodities
500246,Envair Electrodyne Ltd.,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Industrials
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Financial Services
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Industrials
500249,KSB LIMITED,KSB,KSB Ltd,Industrials
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Consumer Discretionary
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT LTD.,Consumer Discretionary
500252,"Lakshmi Machine Works Ltd.,",LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Industrials
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,Financial Services
500257,Lupin Ltd,LUPIN,LUPIN LTD.,Healthcare
500259,"Lyka Labs Ltd.,",LYKALABS,LYKA LABS LTD.,Healthcare
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Commodities
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Financial Services
500264,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Consumer Discretionary
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Industrials
500266,"Maharashtra Scooters Ltd.,",MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Financial Services
500267,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,Services
500268,"Manali Petrochemicals Ltd.,",MANALIPETC,MANALI PETROCHEMICAL LTD.,Commodities
500270,"Baroda Rayon Corpn. Ltd.,",BARODARY,BARODA RAYON CORPORATION LTD.,Consumer Discretionary
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Financial Services
500277,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES LTD.,Consumer Discretionary
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Consumer Discretionary
500280,"Century Enka Ltd.,",CENTENKA,CENTURY ENKA LTD.,Consumer Discretionary
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Commodities
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Services
500288,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Healthcare
500290,"M.R.F. Ltd.,",MRF,MRF LTD.,Consumer Discretionary
500292,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Commodities
500294,NCC Limited,NCC,NCC Limited,Industrials
500295,Vedanta Limited,VEDL,Vedanta Limited,Commodities
500296,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,Consumer Discretionary
500298,National Peroxide Ltd.,NATPEROX,NATIONAL PEROXIDE LTD.,Commodities
500300,"Grasim Industries Ltd.,",GRASIM,GRASIM INDUSTRIES LTD.,Commodities
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Financial Services
500304,"NIIT Ltd.,",NIITLTD,NIIT LTD.,Consumer Discretionary
500306,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES LTD.,Financial Services
500307,"Nirlon Limited,",NIRLON,NIRLON LTD.,Services
500312,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Energy
500313,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Energy
500314,"Oriental Hotels Ltd.,",ORIENTHOT,ORIENTAL HOTELS LTD.,Consumer Discretionary
500317,"Oswal Agro Mills Ltd.,",OSWALAGRO,OSWAL AGRO MILLS LTD.,Services
500319,Indian Sucrose Ltd.,INDSUCR,INDIAN SUCROSE LTD.,Fast Moving Consumer Goods
500325,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,Energy
500327,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Consumer Discretionary
500330,Raymond Limited,RAYMOND,RAYMOND LTD.,Consumer Discretionary
500331,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,Commodities
500333,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,Industrials
500335,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Commodities
500336,"Surya Roshni Ltd.,",SURYAROSNI,SURYA ROSHNI LTD.,Industrials
500337,Prime Securities Ltd.,PRIMESECU,PRIME SECURITIES LTD.,Financial Services
500338,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,Commodities
500339,Rain Industries Limited,RAIN,Rain Industries Ltd,Commodities
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Consumer Discretionary
500346,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Telecommunication
500350,RSWM Limited,RSWM,RSWM LTD.,Consumer Discretionary
500354,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Fast Moving Consumer Goods
500355,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,Commodities
500356,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Commodities
500358,Rama Petrochemicals Ltd,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Financial Services
500360,"Rapicut Carbides Ltd.,",RAPICUT,RAPICUT CARBIDES LTD.,Industrials
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,Industrials
500366,"Rolta India Ltd.,",ROLTA,ROLTA INDIA LTD.,Information Technology
500367,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,Consumer Discretionary
500368,Patanjali Foods Limited,PATANJALI,Patanjali Foods Ltd,Fast Moving Consumer Goods
500370,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL LTD.,Services
500378,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,Industrials
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Commodities
500387,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,Commodities
500388,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Commodities
500390,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Utilities
500400,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Utilities
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Industrials
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Consumer Discretionary
500404,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Commodities
500405,Supreme Petrochem Ltd.,SPLPETRO,SUPREME PETROCHEM LTD.,Commodities
500407,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Industrials
500408,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Information Technology
500410,ACC Ltd,ACC,ACC LTD.,Commodities
500411,Thermax Ltd.,THERMAX,THERMAX LTD.,Industrials
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Commodities
500413,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,Consumer Discretionary
500414,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Consumer Discretionary
500418,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Consumer Discretionary
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Healthcare
500422,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Healthcare
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Commodities
500426,UTL Industries Limited,UTLINDS,UTL Industries Limited,Consumer Discretionary
500429,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Commodities
500439,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Financial Services
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Commodities
500444,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Commodities
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Commodities
500450,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Financial Services
500456,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Commodities
500458,Kore Foods Limited,KORE,Kore Foods Ltd,Fast Moving Consumer Goods
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Fast Moving Consumer Goods
500460,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Commodities
500463,BLACK BOX LIMITED,BBOX,Black Box Ltd,Information Technology
500464,"Ucal Fuel Systems Ltd.,",UCALFUEL,UCAL FUEL SYSTEMS LTD.,Consumer Discretionary
500467,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,Industrials
500469,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Financial Services
500470,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Commodities
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,Industrials
500477,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Industrials
500480,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,Industrials
500483,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Telecommunication
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Healthcare
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Financial Services
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Industrials
500495,Escorts Kubota Limited,ESCORTS,Escorts Kubota Ltd,Industrials
500500,"Hindustan Motors Ltd.,",HINDMOTORS,HINDUSTAN MOTORS LTD.,Consumer Discretionary
500510,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,Industrials
500520,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,Consumer Discretionary
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Consumer Discretionary
500540,Premier Limited,PREMIER,PREMIER LTD.,Industrials
500547,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,Energy
500550,"Siemens Ltd.,",SIEMENS,SIEMENS LTD.,Industrials
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Consumer Discretionary
500575,"Voltas Ltd.,",VOLTAS,VOLTAS LTD.,Consumer Discretionary
500620,"Great Eastern Shipping Co. Ltd.,",GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Services
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Commodities
500650,"Excell Industries Ltd.,",EXCELINDUS,EXCEL INDUSTRIES LTD.,Commodities
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,Industrials
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Healthcare
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Commodities
500672,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,Healthcare
500674,Sanofi India Ltd,SANOFI,Sanofi India Ltd,Healthcare
500680,"Pfizer Ltd.,",PFIZER,PFIZER LTD.,Healthcare
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Commodities
500696,"Hindustan Unilever Ltd.,",HINDUNILVR,HINDUSTAN UNILEVER LTD.,Fast Moving Consumer Goods
500710,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,Consumer Discretionary
500730,NOCIL Ltd,NOCIL,NOCIL LTD.,Commodities
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Commodities
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Commodities
500780,Zuari Industries Limited,ZUARIIND,Zuari Industries Ltd,Fast Moving Consumer Goods
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Fast Moving Consumer Goods
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Fast Moving Consumer Goods
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Consumer Discretionary
500825,"Britannia Industries Ltd.,",BRITANNIA,BRITANNIA INDUSTRIES LTD.,Fast Moving Consumer Goods
500830,"Colgate-Palmolive (India) Ltd.,",COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Fast Moving Consumer Goods
500840,EIH Ltd,EIHOTEL,EIH LTD.,Consumer Discretionary
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,Consumer Discretionary
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,Energy
500875,ITC Ltd,ITC,ITC LTD.,Fast Moving Consumer Goods
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Consumer Discretionary
500878,"Ceat Ltd.,",CEATLTD,CEAT LTD.,Consumer Discretionary
500890,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,Consumer Discretionary
500940,Finolex Industries Ltd.,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Industrials
501110,"Sunrise Industrial Traders Ltd.,",SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Financial Services
501111,"Gold Rock Investments Ltd.,",ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Services
501144,"Peoples Investments Ltd.,",PEOPLIN,PEOPLES INVESTMENTS LTD.,Services
501148,"Dalal Street Investments Ltd.,",DSINVEST,DALAL STREET INVESTMENTS LTD.,Financial Services
501150,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,Financial Services
501151,"Kartik Investments Trust Ltd.,",KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Financial Services
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Services
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,Consumer Discretionary
501295,"Industrial Investment Trust Ltd.,",IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Financial Services
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Financial Services
501301,"Tata Investment Corporation Ltd.,",TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Financial Services
501311,"Jayabharat Credit Ltd.,",JAYBHCR,JAYABHARAT CREDIT LTD.-$,Financial Services
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,Services
