Security Code,Issuer Name,Security Id,Security Name,Sector Name
532411,Visesh Infotecnics Ltd.,VISESHINFO,VISESH INFOTECNICS LTD.,Information Technology
532413,Cerebra Integrated Technologies Ltd.,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Information Technology
532416,Next Mediaworks Ltd,NEXTMEDIA,NEXT MEDIAWORKS LTD.,Consumer Discretionary
532419,Smartlink Holdings Limited,SMARTLINK,Smartlink Holdings Ltd,Information Technology
532424,Godrej Consumer Products Ltd.,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Fast Moving Consumer Goods
532425,GENUS PRIME INFRA LIMITED,GENUSPRIME,Genus Prime Infra Ltd,Commodities
532430,BF Utilities Ltd.,BFUTILITIE,BF UTILITIES LTD.-$,Services
532432,United Spirits Limited,UNITDSPR,UNITED SPIRITS LTD.,Fast Moving Consumer Goods
532435,Sanmit Infra Limited,SANINFRA,Sanmit Infra Limited,Energy
532439,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Consumer Discretionary
532440,MPS Limited,MPSLTD,MPS LTD.,Consumer Discretionary
532443,Cera Sanitaryware Ltd.,CERA,CERA SANITARYWARE LTD.,Consumer Discretionary
532444,T. Spiritual World Ltd.,TSPIRITUAL,T.SPIRITUAL WORLD LTD.,Information Technology
532454,Bharti Airtel  Ltd.,BHARTIARTL,BHARTI AIRTEL LTD.,Telecommunication
532455,Shalimar Wires Industries Ltd.,SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,Consumer Discretionary
532456,Compuage Infocom Ltd,COMPUAGE,COMPUAGE INFOCOM LTD.,Information Technology
532457,Gulshan Polyols Ltd.,GULPOLY,GULSHAN POLYOLS LTD.,Commodities
532459,FAZE THREE AUTOFAB LIMITED,FAZE3AUTO,Faze Three Autofab Ltd-$,Consumer Discretionary
532460,Ponni Sugars (Erode) Ltd.,PONNIERODE,PONNI SUGARS (ERODE) LTD.,Fast Moving Consumer Goods
532461,Punjab National Bank,PNB,PUNJAB NATIONAL BANK,Financial Services
532466,Oracle Financial Services Software Limited,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Information Technology
532467,Hazoor Multi Projects Limited,HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,Consumer Discretionary
532468,Kama Holdings Limited,KAMAHOLD,Kama Holdings Limited-$,Financial Services
532475,Aptech Ltd.,APTECHT,APTECH LTD.,Consumer Discretionary
532477,Union Bank of India,UNIONBANK,UNION BANK OF INDIA,Financial Services
532478,United Breweries Ltd.,UBL,UNITED BREWERIES LTD.-$,Fast Moving Consumer Goods
532479,ISMT Limited,ISMTLTD,ISMT LTD.,Industrials
532481,Noida Toll Bridge Company Ltd,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Services
532482,Granules India Ltd.,GRANULES,GRANULES INDIA LTD.-$,Healthcare
532483,Canara Bank,CANBK,CANARA BANK,Financial Services
532485,Balmer Lawrie Investments Ltd.,BLIL,BALMER LAWRIE INVESTMENTS LTD.,Financial Services
532486,Pokarna Ltd.,POKARNA,POKARNA LTD.,Consumer Discretionary
532488,Divi's Laboratories Ltd.,DIVISLAB,DIVI'S LABORATORIES LTD.,Healthcare
532493,Astra Microwave Products Ltd.,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Industrials
532497,Radico Khaitan Ltd.,RADICO,RADICO KHAITAN LTD.,Fast Moving Consumer Goods
532500,Maruti Suzuki India  Ltd.,MARUTI,MARUTI SUZUKI INDIA LTD.,Consumer Discretionary
532503,Rajapalayam Mills Limited,RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,Consumer Discretionary
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Commodities
532505,UCO Bank,UCOBANK,UCO BANK,Financial Services
532507,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Consumer Discretionary
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Commodities
532509,Suprajit Engineering Ltd.,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Consumer Discretionary
532513,TVS Electronics Ltd.,TVSELECT,TVS ELECTRONICS LTD.,Information Technology
532514,Indraprashtha Gas Ltd.,IGL,INDRAPRASTHA GAS LTD.,Energy
532515,T.V.Today Network Limited,TVTODAY,TV TODAY NETWORK LTD.,Consumer Discretionary
532521,Palred Technologies Limited,PALRED,Palred Technologies Limited,Information Technology
532522,PETRONET LNG LTD.,PETRONET,PETRONET LNG LTD.,Energy
532523,Biocon Ltd.,BIOCON,BIOCON LTD.,Healthcare
532524,PTC India Ltd,PTC,PTC INDIA LTD.,Utilities
532525,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Financial Services
532527,ramkrishna forgings Ltd.,RKFORGE,RAMKRISHNA FORGINGS LTD.,Industrials
532528,Datamatics Global Services Limited,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,Information Technology
532529,New Delhi Television Limited,NDTV,NEW DELHI TELEVISION LTD.,Consumer Discretionary
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Healthcare
532532,Jaiprakash Associates Limited,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Industrials
532538,UltraTech Cement Ltd,ULTRACEMCO,ULTRATECH CEMENT LTD.,Commodities
532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd-$,Consumer Discretionary
532540,Tata Consultancy Services Ltd.,TCS,TATA CONSULTANCY SERVICES LTD.,Information Technology
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Information Technology
532543,GP Petroleums Limited,GULFPETRO,GP Petroleums Limited,Energy
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Consumer Discretionary
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Industrials
532555,NTPC Limited,NTPC,NTPC LTD.,Utilities
532604,S.A.L. Steel Ltd.,SALSTEEL,S.A.L.STEEL LTD.,Commodities
532605,JBM Auto Limited,JBMA,JBM AUTO LTD.,Consumer Discretionary
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Fast Moving Consumer Goods
532612,Indoco Remedies Ltd.,INDOCO,INDOCO REMEDIES LTD.,Healthcare
532613,VIP Clothing Limited,VIPCLOTHNG,VIP Clothing Ltd,Consumer Discretionary
532614,Impex Ferro tech Ltd.,IMPEXFERRO,IMPEX FERRO TECH LTD.,Commodities
532616,Xchanging Solutions Limited,XCHANGING,XCHANGING SOLUTIONS LTD.,Information Technology
532617,Jet Airways (India) Ltd,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Services
532621,Morarjee Textiles Limited,MORARJEE,MORARJEE TEXTILES LTD.,Consumer Discretionary
532624,Jindal Photo Limited,JINDALPHOT,JINDAL PHOTO LTD.,Fast Moving Consumer Goods
532626,Pondy Oxides & Chemicals Limited,POCL,PONDY OXIDES & CHEMICALS LTD.,Commodities
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Limited,Utilities
532628,3i Infotech limited,3IINFOTECH,3I INFOTECH LTD.,Information Technology
532629,McNally Bharat Engineering Company Limited,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Industrials
532630,Gokaldas Exports Ltd,GOKEX,GOKALDAS EXPORTS LTD.,Consumer Discretionary
532633,Allsec Technologies Ltd.,ALLSEC,ALLSEC TECHNOLOGIES LTD.,Services
532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Financial Services
532637,Mangalam Drugs and Organics Ltd.,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Healthcare
532638,Shoppers Stop Ltd,SHOPERSTOP,SHOPPERS STOP LTD.,Consumer Discretionary
532640,Cyber Media (India) Ltd.,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Consumer Discretionary
532641,Nandan Denim Limited,NDL,Nandan Denim Limited,Consumer Discretionary
532642,JSW Holdings Limited,JSWHL,JSW Holdings Limited,Financial Services
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Commodities
532645,Beeyu Overseas Ltd.,BEEYU,BEEYU OVERSEAS LTD.,Services
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Financial Services
532649,Nectar Lifesciences Limited,NECLIFE,NECTAR LIFESCIENCES LTD.,Healthcare
532650,MSP STEEL & POWER LTD.,MSPL,MSP STEEL & POWER LTD.,Industrials
532651,SPL INDUSTRIES LIMITED,SPLIL,SPL INDUSTRIES LTD.,Consumer Discretionary
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Financial Services
532654,McLeod Russel India Limited,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Fast Moving Consumer Goods
532656,FACOR Alloys Limited,FACORALL,FACOR ALLOYS LTD.,Commodities
532659,IDFC LIMITED,IDFC,IDFC LIMITED,Financial Services
532661,Rane (Madras)  Ltd.,RML,RANE (MADRAS) LTD.,Consumer Discretionary
532662,HT Media Ltd,HTMEDIA,HT MEDIA LTD.,Consumer Discretionary
532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Information Technology
532666,FCS Software Solutions Ltd.,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Information Technology
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Industrials
532668,Aurionpro Solutions Ltd.,AURIONPRO,AURIONPRO SOLUTIONS LTD.,Information Technology
532670,Shree Renuka Sugars Ltd.,RENUKA,SHREE RENUKA SUGARS LTD.,Fast Moving Consumer Goods
532673,K. M. Sugar Mills Ltd.,KMSUGAR,K.M.SUGAR MILLS LTD.,Fast Moving Consumer Goods
532674,Bannari Amman Spinning Mills Ltd,BASML,BANNARI AMMAN SPINNING MILLS LTD.,Consumer Discretionary
532676,PBA INFRASTRUCTURE LTD.,PBAINFRA,PBA INFRASTRUCTURE LTD.,Industrials
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Industrials
532684,Everest Kanto Cylinders Ltd.,EKC,EVEREST KANTO CYLINDER LTD.,Industrials
532686,Kernex Microsystems (India) Ltd.,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Services
532687,Repro India Ltd.,REPRO,REPRO INDIA LTD.,Consumer Discretionary
532689,PVR INOX LIMITED,PVRINOX,PVR Inox Ltd,Consumer Discretionary
532694,Bartronics India Ltd.,ASMS,BARTRONICS INDIA LTD.,Information Technology
532695,Celebrity Fashions Ltd.,CELEBRITY,CELEBRITY FASHIONS LTD.,Consumer Discretionary
532696,Educomp Solutions Ltd,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Consumer Discretionary
532698,Nitin Spinners Ltd.,NITINSPIN,NITIN SPINNERS LTD.,Consumer Discretionary
532699,Royal Orchid Hotels Ltd,ROHLTD,ROYAL ORCHID HOTELS LTD.,Consumer Discretionary
532700,Entertainment Network (India) Ltd,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Consumer Discretionary
532701,CELLA SPACE LIMITED,CELLA,Cella Space Ltd,Commodities
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Energy
532705,Jagran Prakashan Limited,JAGRAN,JAGRAN PRAKASHAN LTD.,Consumer Discretionary
532707,Dynemic Products Ltd.,DYNPRO,DYNEMIC PRODUCTS LTD.,Commodities
532708,GVK Power & Infrastructure Ltd,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,Industrials
532710,Sadbhav Engineering Ltd.,SADBHAV,SADBHAV ENGINEERING LTD.,Industrials
532712,Reliance Communications Limited,RCOM,RELIANCE COMMUNICATIONS LTD.,Telecommunication
532713,Sakuma Exports Ltd.,SAKUMA,SAKUMA EXPORTS LTD.,Services
532714,KEC International Ltd.,KEC,KEC INTERNATIONAL LTD.,Industrials
532716,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Fast Moving Consumer Goods
532717,Indo Tech Transformers Limited,INDOTECH,INDO TECH TRANSFORMERS LTD.,Industrials
532719,B L Kashyap and Sons Ltd,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Industrials
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Financial Services
532721,Visa Steel Limited,VISASTEEL,VISA STEEL LTD.,Commodities
532722,Nitco Ltd.,NITCO,NITCO LTD.,Consumer Discretionary
532723,MPDL LIMITED,MPDL,MPDL Ltd,Consumer Discretionary
532725,Solar Industries India Limited,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Commodities
532726,GALLANTT ISPAT LIMITED,GALLANTT,Gallantt Ispat Ltd,Industrials
532728,Malu Paper Mills Limited,MALUPAPER,MALU PAPER MILLS LTD.,Commodities
532729,Uttam Sugar Mills Ltd,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Fast Moving Consumer Goods
532730,STL Global Ltd,SGL,STL GLOBAL LTD.,Consumer Discretionary
532732,Kewal Kiran Clothing Ltd.,KKCL,KEWAL KIRAN CLOTHING LTD.,Consumer Discretionary
532733,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Consumer Discretionary
532734,GODAWARI POWER AND ISPAT LTD.,GPIL,GODAWARI POWER & ISPAT LTD.,Industrials
532735,R Systems International Limited,RSYSTEMINT,R Systems International Limited,Information Technology
532737,Emkay Global Financial Services Ltd,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Financial Services
532738,Tantia Constructions Limited,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,Industrials
532740,Lokesh Machines Limited,LOKESHMACH,LOKESH MACHINES LTD.,Industrials
532741,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Industrials
532742,PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,PAUSHAK LTD.,Commodities
532744,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX,GTN TEXTILES LTD.,Consumer Discretionary
532745,Inditrade Capital Limited,INDICAP,Inditrade Capital Limited,Financial Services
532748,Prime Focus Limited,PFOCUS,PRIME FOCUS LTD.,Consumer Discretionary
532749,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Services
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,GMR Airports Infrastructure Ltd,Services
532755,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Information Technology
532756,Mahindra CIE Automotive Limited,MAHINDCIE,Mahindra CIE Automotive Limited,Consumer Discretionary
532757,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Industrials
532759,Atlanta Limited,ATLANTA,ATLANTA LTD.,Industrials
532760,DEEP ENERGY RESOURCES LIMITED,DEEPENR,Deep Energy Resources Ltd,Energy
532761,HOV Services Limited,HOVS,HOV SERVICES LTD.,Information Technology
532762,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Industrials
532764,GeeCee Ventures Limited,GEECEE,GeeCee Ventures Limited,Consumer Discretionary
532766,Richa Industries Limited,RICHAIND,RICHA INDUSTRIES LTD.,Industrials
532767,Gayatri Projects Limited,GAYAPROJ,GAYATRI PROJECTS LTD.,Industrials
532768,FIEM INDUSTRIES LIMITED,FIEMIND,FIEM INDUSTRIES LTD.,Consumer Discretionary
532771,JHS Svendgaard Laboratories Ltd.,JHS,JHS SVENDGAARD LABORATORIES LTD.,Fast Moving Consumer Goods
532772,DCB Bank Limited,DCBBANK,DCB Bank Limited,Financial Services
532773,Global Vectra Helicorp Ltd.,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Services
532774,Inspirisys Solutions Limited,INSPIRISYS,Inspirisys Solutions Ltd,Information Technology
532775,GTL Infrastructure Limited,GTLINFRA,GTL INFRASTRUCTURE LTD.,Telecommunication
532776,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Consumer Discretionary
532777,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Consumer Discretionary
532779,TORRENT POWER LIMITED,TORNTPOWER,TORRENT POWER LTD.,Utilities
532780,Parsvnath Developers Ltd.,PARSVNATH,PARSVNATH DEVELOPERS LTD.,Consumer Discretionary
532782,SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,Consumer Discretionary
532783,LT Foods Limited,DAAWAT,LT FOODS LTD.,Fast Moving Consumer Goods
532784,Sobha Limited,SOBHA,Sobha Limited,Consumer Discretionary
532785,Ruchira Papers Ltd,RUCHIRA,RUCHIRA PAPERS LTD.,Commodities
532790,TANLA PLATFORMS LIMITED,TANLA,Tanla Platforms Ltd,Information Technology
532794,Zee Media Corporation Limited,ZEEMEDIA,Zee Media Corporation Limited,Consumer Discretionary
532795,Siti Networks Limited,SITINET,Siti Networks Ltd,Consumer Discretionary
532796,Lumax Auto Technologies Ltd.,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Consumer Discretionary
532797,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Consumer Discretionary
532798,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Consumer Discretionary
532799,Hubtown Limited,HUBTOWN,HUBTOWN LTD.,Consumer Discretionary
532800,TV18 Broadcast Ltd.,TV18BRDCST,TV18 BROADCAST LTD.,Consumer Discretionary
532801,Cambridge Technology Enterprises Ltd.,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,Information Technology
532804,Technocraft Industries (India) Ltd.,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Industrials
532805,Redington Limited,REDINGTON,Redington Ltd,Services
532806,AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,Commodities
532807,Cineline India Limited,CINELINE,Cineline India Limited,Consumer Discretionary
532808,Pearl Global Industries Limited,PGIL,Pearl Global Industries Limited,Consumer Discretionary
532809,Firstsource Solutions Ltd.,FSL,FIRSTSOURCE SOLUTIONS LTD.,Services
532810,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION LTD.,Financial Services
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Industrials
532812,Transwarranty Finance Limited,TFL,TRANSWARRANTY FINANCE LTD.,Financial Services
532814,Indian Bank,INDIANB,INDIAN BANK,Financial Services
532815,SMS Pharmaceuticals Ltd,SMSPHARMA,SMS PHARMACEUTICALS LTD.,Healthcare
532817,Oriental Trimex Limited,ORIENTALTL,ORIENTAL TRIMEX LTD.,Consumer Discretionary
532820,E-Land Apparel Limited,ELAND,E-Land Apparel Limited,Consumer Discretionary
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Telecommunication
532826,Raj Television Network Ltd,RAJTV,RAJ TELEVISION NETWORK LTD.,Consumer Discretionary
532827,Page Industries Ltd.,PAGEIND,PAGE INDUSTRIES LTD.,Consumer Discretionary
532828,AMD Industries Ltd,AMDIND,AMD INDUSTRIES LTD.,Industrials
532829,LEHAR FOOTWEARS LIMITED,LEHAR,Lehar Footwears Ltd,Consumer Discretionary
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Industrials
532832,Indiabulls Real Estate Limited,IBREALEST,INDIABULLS REAL ESTATE LTD.,Consumer Discretionary
532834,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Commodities
532835,ICRA Limited,ICRA,ICRA LTD.,Financial Services
532839,Dish TV India Limited,DISHTV,DISH TV INDIA LTD.,Consumer Discretionary
532841,SAHYADRI INDUSTRIES LTD.,SAHYADRI,SAHYADRI INDUSTRIES LTD.,Commodities
532842,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Commodities
532843,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE LTD.,Healthcare
532845,TGB Banquets and Hotels Limited,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,Consumer Discretionary
532847,HILTON METAL FORGING LIMITED,HILTON,HILTON METAL FORGING LTD.,Industrials
532848,Delta Corp Limited,DELTACORP,DELTA CORP LTD.,Consumer Discretionary
532850,MIC Electronics Limited,MIC,MIC ELECTRONICS LTD.,Industrials
532851,Insecticides India Ltd.,INSECTICID,INSECTICIDES (INDIA) LTD.,Commodities
532853,Asahi Songwon Colors Ltd.,ASAHISONG,ASAHI SONGWON COLORS LTD.,Commodities
532855,Haryana Capfin Ltd.,HARYNACAP,HARYANA CAPFIN LTD.,Financial Services
532856,Time Technoplast Limited,TIMETECHNO,TIME TECHNOPLAST LTD.,Industrials
532859,Hinduja Global Solutions Limited,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Services
532864,Nelcast Limited,NELCAST,NELCAST LTD.,Industrials
532867,V2 Retail Limited,V2RETAIL,V2 RETAIL LTD.,Consumer Discretionary
532868,DLF LIMITED,DLF,DLF LTD.,Consumer Discretionary
532869,Tarmat Limited,TARMAT,TARMAT LTD.,Industrials
532872,Sun Pharma Advanced Research Company Ltd.,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Healthcare
532873,Housing Development & Infrastructure  Ltd,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Consumer Discretionary
532875,Allied Digital Services Limited,ADSL,ALLIED DIGITAL SERVICES LTD.,Information Technology
532878,Alpa Laboratories Limited,ALPA,ALPA LABORATORIES LTD.,Healthcare
532879,Sir Shadi Lal Enterprises Ltd,SSLEL,SIR SHADI LAL ENTERPRISES LTD.,Fast Moving Consumer Goods
532880,OMAXE LIMITED,OMAXE,OMAXE LTD.,Consumer Discretionary
532884,Refex Industries Limited,REFEX,Refex Industries Limited,Commodities
532885,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Financial Services
532886,SEL Manufacturing Company Limited,SELMCL,SEL MANUFACTURING COMPANY LTD.,Consumer Discretionary
532888,ASIAN GRANITO INDIA LIMITED,ASIANTILES,ASIAN GRANITO INDIA LTD.,Consumer Discretionary
532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Consumer Discretionary
532890,Take Solutions Ltd,TAKE,TAKE SOLUTIONS LTD.,Healthcare
532891,Puravankara Limited,PURVA,Puravankara Ltd,Consumer Discretionary
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Financial Services
532893,VTM Ltd,VTMLTD,VTM LTD.,Consumer Discretionary
532894,Indowind Energy Ltd.,INDOWIND,INDOWIND ENERGY LTD.,Utilities
532895,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Financial Services
532896,MAGNUM VENTURES LIMITED,MAGNUM,MAGNUM VENTURES LTD.,Commodities
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Utilities
532899,Kaveri Seed Company Ltd,KSCL,KAVERI SEED COMPANY LTD.,Fast Moving Consumer Goods
532900,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Financial Services
532904,Supreme Infrastructure India Limited,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,Industrials
532906,MAAN ALUMINIUM LIMITED,MAANALU,MAAN ALUMINIUM LTD.,Commodities
532907,IL&FS Engineering and Construction Company Ltd,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Industrials
532911,PARLE INDUSTRIES LIMITED,PARLEIND,Parle Industries Ltd,Services
532915,Religare Enterprises Ltd,RELIGARE,RELIGARE ENTERPRISES LTD.,Financial Services
532916,BARAK VALLEY CEMENTS LIMITED,BVCL,BARAK VALLEY CEMENTS LTD.,Commodities
532918,RATHI BARS LIMITED,RATHIBAR,RATHI BARS LTD.,Industrials
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Services
532922,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd.,Financial Services
532923,RENAISSANCE GLOBAL LIMITED,RGL,Renaissance Global Ltd,Consumer Discretionary
532924,Kolte-Patil Developers Ltd,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Consumer Discretionary
532925,Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Industrials
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Fast Moving Consumer Goods
532927,eClerx Services Limited,ECLERX,ECLERX SERVICES LTD.,Services
532928,Transformers and Rectifiers (India) Limited,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,Industrials
532929,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES LTD.,Consumer Discretionary
532930,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Industrials
532931,Burnpur Cement Limited,BURNPUR,BURNPUR CEMENT LTD.,Commodities
532932,MANAKSIA LIMITED,MANAKSIA,MANAKSIA LTD.,Industrials
532933,PORWAL AUTO COMPONENTS LIMITED,PORWAL,PORWAL AUTO COMPONENTS LTD.,Consumer Discretionary
532934,PPAP Automotive Limited,PPAP,PPAP Automotive Limited,Consumer Discretionary
532935,"Aries Agro Limited,",ARIES,ARIES AGRO LTD.,Commodities
532937,Kuantum Papers Limited,KUANTUM,KUANTUM PAPERS LTD.,Commodities
532939,Reliance Power Limited,RPOWER,RELIANCE POWER LTD.,Utilities
532940,J. Kumar Infraprojects Limited,JKIL,J.KUMAR INFRAPROJECTS LTD.,Industrials
532941,Cords Cable Industries Limited,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Industrials
532942,KNR Constructions Limited,KNRCON,KNR CONSTRUCTIONS LTD.,Industrials
532944,OnMobile Global Ltd.,ONMOBILE,OnMobile Global Ltd.,Telecommunication
532945,SEPC LIMITED,SEPC,SEPC Ltd,Industrials
532946,Bang Overseas Ltd,BANG,BANG OVERSEAS LTD.,Consumer Discretionary
532947,IRB Infrastructure Developers Limited,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Industrials
532951,GSS Infotech Ltd,GSS,GSS INFOTECH LTD.,Information Technology
532952,Nahar Capital & Financial Services Ltd.,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Financial Services
532953,V-Guard Industries Ltd.,VGUARD,V-GUARD INDUSTRIES LTD.,Consumer Discretionary
532955,REC LIMITED,RECLTD,REC Ltd,Financial Services
532957,GOKAK TEXTILES LTD.,GOKAKTEX,GOKAK TEXTILES LTD.,Consumer Discretionary
532960,Dhani Services Limited,DHANI,Dhani Services Ltd,Financial Services
532966,Titagarh Wagons Ltd,TWL,TITAGARH WAGONS LTD.,Industrials
532967,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRI INDUSTRIES LTD.,Commodities
532974,Aditya Birla  Money Ltd,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Financial Services
532976,Jai Balaji Industries Limited,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Commodities
532977,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Consumer Discretionary
532978,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Financial Services
